Year,Institution,Campus,Institution Size,Category,Subcategory,Location,Number
2010,Yale University,Main Campus,11701,Hate crimes,Simple assault,On-campus student housing,0
2010,Yale University,Main Campus,11701,Hate crimes,Simple assault,Public property,0
2010,Yale University,Main Campus,11701,Hate crimes,Statutory rape,Noncampus,0
2010,Yale University,Main Campus,11701,Hate crimes,Statutory rape,On-campus non-student housing,0
2010,Yale University,Main Campus,11701,Hate crimes,Statutory rape,On-campus student housing,0
2010,Yale University,Main Campus,11701,Hate crimes,Statutory rape,Public property,0
2011,Yale University,Main Campus,11875,Arrests,Drug law violations,Noncampus,1
2011,Yale University,Main Campus,11875,Arrests,Drug law violations,On-campus non-student housing,9
2011,Yale University,Main Campus,11875,Arrests,Drug law violations,On-campus student housing,2
2011,Yale University,Main Campus,11875,Arrests,Drug law violations,Public property,35
2011,Yale University,Main Campus,11875,Arrests,Illegal weapons possession,Noncampus,0
2011,Yale University,Main Campus,11875,Arrests,Illegal weapons possession,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Arrests,Illegal weapons possession,On-campus student housing,0
2011,Yale University,Main Campus,11875,Arrests,Illegal weapons possession,Public property,8
2011,Yale University,Main Campus,11875,Arrests,Liquor law violations,Noncampus,4
2011,Yale University,Main Campus,11875,Arrests,Liquor law violations,On-campus non-student housing,35
2011,Yale University,Main Campus,11875,Arrests,Liquor law violations,On-campus student housing,2
2011,Yale University,Main Campus,11875,Arrests,Liquor law violations,Public property,21
2011,Yale University,Main Campus,11875,Criminal offenses,Aggravated assault,Noncampus,1
2011,Yale University,Main Campus,11875,Criminal offenses,Aggravated assault,On-campus non-student housing,3
2011,Yale University,Main Campus,11875,Criminal offenses,Aggravated assault,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Aggravated assault,Public property,4
2011,Yale University,Main Campus,11875,Criminal offenses,Arson,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Arson,On-campus non-student housing,1
2011,Yale University,Main Campus,11875,Criminal offenses,Arson,On-campus student housing,2
2011,Yale University,Main Campus,11875,Criminal offenses,Arson,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Burglary,Noncampus,14
2011,Yale University,Main Campus,11875,Criminal offenses,Burglary,On-campus non-student housing,10
2011,Yale University,Main Campus,11875,Criminal offenses,Burglary,On-campus student housing,18
2011,Yale University,Main Campus,11875,Criminal offenses,Burglary,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Fondling,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Fondling,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Fondling,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Fondling,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Incest,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Incest,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Incest,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Incest,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Motor vehicle theft,Noncampus,5
2011,Yale University,Main Campus,11875,Criminal offenses,Motor vehicle theft,On-campus non-student housing,11
2011,Yale University,Main Campus,11875,Criminal offenses,Motor vehicle theft,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Motor vehicle theft,Public property,4
2011,Yale University,Main Campus,11875,Criminal offenses,Murder/Non-negligent manslaughter,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Murder/Non-negligent manslaughter,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Murder/Non-negligent manslaughter,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Negligent manslaughter,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Negligent manslaughter,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Negligent manslaughter,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Negligent manslaughter,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Rape,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Rape,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Rape,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Rape,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Robbery,Noncampus,1
2011,Yale University,Main Campus,11875,Criminal offenses,Robbery,On-campus non-student housing,4
2011,Yale University,Main Campus,11875,Criminal offenses,Robbery,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Robbery,Public property,23
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Forcible,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Forcible,On-campus non-student housing,1
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Forcible,On-campus student housing,17
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Forcible,Public property,2
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Non-forcible,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Non-forcible,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Non-forcible,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Sex offenses - Non-forcible,Public property,0
2011,Yale University,Main Campus,11875,Criminal offenses,Statutory rape,Noncampus,0
2011,Yale University,Main Campus,11875,Criminal offenses,Statutory rape,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Statutory rape,On-campus student housing,0
2011,Yale University,Main Campus,11875,Criminal offenses,Statutory rape,Public property,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Drug law violations,Noncampus,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Drug law violations,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Drug law violations,On-campus student housing,3
2011,Yale University,Main Campus,11875,Disciplinary actions,Drug law violations,Public property,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Illegal weapons possession,Noncampus,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Illegal weapons possession,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Illegal weapons possession,On-campus student housing,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Illegal weapons possession,Public property,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Liquor law violations,Noncampus,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Liquor law violations,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Liquor law violations,On-campus student housing,2
2011,Yale University,Main Campus,11875,Disciplinary actions,Liquor law violations,Public property,4
2011,Yale University,Main Campus,11875,Hate crimes,Aggravated assault,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Aggravated assault,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Aggravated assault,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Aggravated assault,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Arson,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Arson,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Arson,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Arson,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Burglary,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Burglary,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Burglary,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Burglary,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Destruction/damage/ vandalism of property,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Destruction/damage/ vandalism of property,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Destruction/damage/ vandalism of property,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Destruction/damage/ vandalism of property,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Fondling,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Fondling,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Fondling,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Fondling,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Incest,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Incest,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Incest,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Incest,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Intimidation,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Intimidation,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Intimidation,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Intimidation,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Larceny-theft,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Larceny-theft,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Larceny-theft,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Larceny-theft,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Motor vehicle theft,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Motor vehicle theft,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Motor vehicle theft,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Murder/Non-negligent manslaughter,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Murder/Non-negligent manslaughter,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Murder/Non-negligent manslaughter,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Negligent manslaughter,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Negligent manslaughter,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Negligent manslaughter,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Negligent manslaughter,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Rape,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Rape,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Rape,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Rape,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Robbery,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Robbery,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Robbery,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Robbery,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Forcible,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Forcible,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Forcible,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Forcible,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Non-forcible,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Non-forcible,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Non-forcible,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Sex offenses - Non-forcible,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Simple assault,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Simple assault,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Simple assault,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Simple assault,Public property,0
2011,Yale University,Main Campus,11875,Hate crimes,Statutory rape,Noncampus,0
2011,Yale University,Main Campus,11875,Hate crimes,Statutory rape,On-campus non-student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Statutory rape,On-campus student housing,0
2011,Yale University,Main Campus,11875,Hate crimes,Statutory rape,Public property,0
2012,Yale University,Main Campus,11906,Arrests,Drug law violations,Noncampus,0
2012,Yale University,Main Campus,11906,Arrests,Drug law violations,On-campus non-student housing,50
2012,Yale University,Main Campus,11906,Arrests,Drug law violations,On-campus student housing,2
2012,Yale University,Main Campus,11906,Arrests,Drug law violations,Public property,54
2012,Yale University,Main Campus,11906,Arrests,Illegal weapons possession,Noncampus,0
2012,Yale University,Main Campus,11906,Arrests,Illegal weapons possession,On-campus non-student housing,1
2012,Yale University,Main Campus,11906,Arrests,Illegal weapons possession,On-campus student housing,0
2012,Yale University,Main Campus,11906,Arrests,Illegal weapons possession,Public property,7
2012,Yale University,Main Campus,11906,Arrests,Liquor law violations,Noncampus,4
2012,Yale University,Main Campus,11906,Arrests,Liquor law violations,On-campus non-student housing,19
2012,Yale University,Main Campus,11906,Arrests,Liquor law violations,On-campus student housing,8
2012,Yale University,Main Campus,11906,Arrests,Liquor law violations,Public property,52
2012,Yale University,Main Campus,11906,Criminal offenses,Aggravated assault,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Aggravated assault,On-campus non-student housing,1
2012,Yale University,Main Campus,11906,Criminal offenses,Aggravated assault,On-campus student housing,3
2012,Yale University,Main Campus,11906,Criminal offenses,Aggravated assault,Public property,2
2012,Yale University,Main Campus,11906,Criminal offenses,Arson,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Arson,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Arson,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Arson,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Burglary,Noncampus,2
2012,Yale University,Main Campus,11906,Criminal offenses,Burglary,On-campus non-student housing,11
2012,Yale University,Main Campus,11906,Criminal offenses,Burglary,On-campus student housing,27
2012,Yale University,Main Campus,11906,Criminal offenses,Burglary,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Fondling,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Fondling,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Fondling,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Fondling,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Incest,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Incest,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Incest,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Incest,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Motor vehicle theft,Noncampus,1
2012,Yale University,Main Campus,11906,Criminal offenses,Motor vehicle theft,On-campus non-student housing,7
2012,Yale University,Main Campus,11906,Criminal offenses,Motor vehicle theft,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Motor vehicle theft,Public property,13
2012,Yale University,Main Campus,11906,Criminal offenses,Murder/Non-negligent manslaughter,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Murder/Non-negligent manslaughter,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Murder/Non-negligent manslaughter,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Negligent manslaughter,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Negligent manslaughter,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Negligent manslaughter,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Negligent manslaughter,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Rape,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Rape,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Rape,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Rape,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Robbery,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Robbery,On-campus non-student housing,4
2012,Yale University,Main Campus,11906,Criminal offenses,Robbery,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Robbery,Public property,20
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Forcible,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Forcible,On-campus non-student housing,1
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Forcible,On-campus student housing,15
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Forcible,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Non-forcible,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Non-forcible,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Non-forcible,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Sex offenses - Non-forcible,Public property,0
2012,Yale University,Main Campus,11906,Criminal offenses,Statutory rape,Noncampus,0
2012,Yale University,Main Campus,11906,Criminal offenses,Statutory rape,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Statutory rape,On-campus student housing,0
2012,Yale University,Main Campus,11906,Criminal offenses,Statutory rape,Public property,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Drug law violations,Noncampus,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Drug law violations,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Drug law violations,On-campus student housing,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Drug law violations,Public property,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Illegal weapons possession,Noncampus,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Illegal weapons possession,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Illegal weapons possession,On-campus student housing,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Illegal weapons possession,Public property,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Liquor law violations,Noncampus,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Liquor law violations,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Liquor law violations,On-campus student housing,37
2012,Yale University,Main Campus,11906,Disciplinary actions,Liquor law violations,Public property,3
2012,Yale University,Main Campus,11906,Hate crimes,Aggravated assault,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Aggravated assault,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Aggravated assault,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Aggravated assault,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Arson,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Arson,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Arson,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Arson,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Burglary,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Burglary,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Burglary,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Burglary,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Destruction/damage/ vandalism of property,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Destruction/damage/ vandalism of property,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Destruction/damage/ vandalism of property,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Destruction/damage/ vandalism of property,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Fondling,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Fondling,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Fondling,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Fondling,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Incest,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Incest,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Incest,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Incest,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Intimidation,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Intimidation,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Intimidation,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Intimidation,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Larceny-theft,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Larceny-theft,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Larceny-theft,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Larceny-theft,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Motor vehicle theft,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Motor vehicle theft,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Motor vehicle theft,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Murder/Non-negligent manslaughter,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Murder/Non-negligent manslaughter,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Murder/Non-negligent manslaughter,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Negligent manslaughter,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Negligent manslaughter,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Negligent manslaughter,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Negligent manslaughter,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Rape,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Rape,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Rape,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Rape,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Robbery,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Robbery,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Robbery,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Robbery,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Forcible,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Forcible,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Forcible,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Forcible,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Non-forcible,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Non-forcible,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Non-forcible,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Sex offenses - Non-forcible,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Simple assault,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Simple assault,On-campus non-student housing,1
2012,Yale University,Main Campus,11906,Hate crimes,Simple assault,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Simple assault,Public property,0
2012,Yale University,Main Campus,11906,Hate crimes,Statutory rape,Noncampus,0
2012,Yale University,Main Campus,11906,Hate crimes,Statutory rape,On-campus non-student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Statutory rape,On-campus student housing,0
2012,Yale University,Main Campus,11906,Hate crimes,Statutory rape,Public property,0
2013,Yale University,Main Campus,12109,Arrests,Drug law violations,Noncampus,0
2013,Yale University,Main Campus,12109,Arrests,Drug law violations,On-campus non-student housing,32
2013,Yale University,Main Campus,12109,Arrests,Drug law violations,On-campus student housing,6
2013,Yale University,Main Campus,12109,Arrests,Drug law violations,Public property,31
2013,Yale University,Main Campus,12109,Arrests,Illegal weapons possession,Noncampus,0
2013,Yale University,Main Campus,12109,Arrests,Illegal weapons possession,On-campus non-student housing,1
2013,Yale University,Main Campus,12109,Arrests,Illegal weapons possession,On-campus student housing,0
2013,Yale University,Main Campus,12109,Arrests,Illegal weapons possession,Public property,2
2013,Yale University,Main Campus,12109,Arrests,Liquor law violations,Noncampus,1
2013,Yale University,Main Campus,12109,Arrests,Liquor law violations,On-campus non-student housing,8
2013,Yale University,Main Campus,12109,Arrests,Liquor law violations,On-campus student housing,12
2013,Yale University,Main Campus,12109,Arrests,Liquor law violations,Public property,20
2013,Yale University,Main Campus,12109,Criminal offenses,Aggravated assault,Noncampus,0
2013,Yale University,Main Campus,12109,Criminal offenses,Aggravated assault,On-campus non-student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Aggravated assault,On-campus student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Aggravated assault,Public property,0
2013,Yale University,Main Campus,12109,Criminal offenses,Arson,Noncampus,0
2013,Yale University,Main Campus,12109,Criminal offenses,Arson,On-campus non-student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Arson,On-campus student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Arson,Public property,0
2013,Yale University,Main Campus,12109,Criminal offenses,Burglary,Noncampus,4
2013,Yale University,Main Campus,12109,Criminal offenses,Burglary,On-campus non-student housing,11
2013,Yale University,Main Campus,12109,Criminal offenses,Burglary,On-campus student housing,41
2013,Yale University,Main Campus,12109,Criminal offenses,Burglary,Public property,0
2013,Yale University,Main Campus,12109,Criminal offenses,Fondling,Noncampus,0
2013,Yale University,Main Campus,12109,Criminal offenses,Fondling,On-campus non-student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Fondling,On-campus student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Fondling,Public property,0
2013,Yale University,Main Campus,12109,Criminal offenses,Incest,Noncampus,0
2013,Yale University,Main Campus,12109,Criminal offenses,Incest,On-campus non-student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Incest,On-campus student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Incest,Public property,0
2013,Yale University,Main Campus,12109,Criminal offenses,Motor vehicle theft,Noncampus,4
2013,Yale University,Main Campus,12109,Criminal offenses,Motor vehicle theft,On-campus non-student housing,3
2013,Yale University,Main Campus,12109,Criminal offenses,Motor vehicle theft,On-campus student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Motor vehicle theft,Public property,7
2013,Yale University,Main Campus,12109,Criminal offenses,Murder/Non-negligent manslaughter,Noncampus,0
2013,Yale University,Main Campus,12109,Criminal offenses,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Murder/Non-negligent manslaughter,On-campus student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Murder/Non-negligent manslaughter,Public property,1
2013,Yale University,Main Campus,12109,Criminal offenses,Negligent manslaughter,Noncampus,0
2013,Yale University,Main Campus,12109,Criminal offenses,Negligent manslaughter,On-campus non-student housing,0
2013,Yale University,Main Campus,12109,Criminal offenses,Negligent manslaughter,On-campus student housing,0
