Year,Institution,Campus,Institution Size,Category,Subcategory,Location,Number
2005,Yale University,Main Campus,11483,Criminal offenses,Statutory rape,Public property,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Drug law violations,Noncampus,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Drug law violations,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Drug law violations,On-campus student housing,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Drug law violations,Public property,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Illegal weapons possession,Noncampus,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Illegal weapons possession,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Illegal weapons possession,On-campus student housing,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Illegal weapons possession,Public property,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Liquor law violations,Noncampus,1
2005,Yale University,Main Campus,11483,Disciplinary actions,Liquor law violations,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Liquor law violations,On-campus student housing,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Liquor law violations,Public property,13
2005,Yale University,Main Campus,11483,Hate crimes,Aggravated assault,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Aggravated assault,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Aggravated assault,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Aggravated assault,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Arson,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Arson,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Arson,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Arson,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Burglary,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Burglary,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Burglary,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Burglary,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Destruction/damage/ vandalism of property,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Destruction/damage/ vandalism of property,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Destruction/damage/ vandalism of property,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Destruction/damage/ vandalism of property,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Fondling,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Fondling,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Fondling,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Fondling,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Incest,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Incest,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Incest,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Incest,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Intimidation,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Intimidation,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Intimidation,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Intimidation,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Larceny-theft,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Larceny-theft,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Larceny-theft,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Larceny-theft,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Motor vehicle theft,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Motor vehicle theft,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Motor vehicle theft,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Murder/Non-negligent manslaughter,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Murder/Non-negligent manslaughter,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Murder/Non-negligent manslaughter,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Negligent manslaughter,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Negligent manslaughter,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Negligent manslaughter,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Negligent manslaughter,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Rape,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Rape,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Rape,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Rape,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Robbery,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Robbery,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Robbery,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Robbery,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Forcible,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Forcible,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Forcible,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Forcible,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Non-forcible,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Non-forcible,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Non-forcible,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Sex offenses - Non-forcible,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Simple assault,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Simple assault,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Simple assault,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Simple assault,Public property,0
2005,Yale University,Main Campus,11483,Hate crimes,Statutory rape,Noncampus,0
2005,Yale University,Main Campus,11483,Hate crimes,Statutory rape,On-campus non-student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Statutory rape,On-campus student housing,0
2005,Yale University,Main Campus,11483,Hate crimes,Statutory rape,Public property,0
2006,Yale University,Main Campus,11415,Arrests,Drug law violations,Noncampus,0
2006,Yale University,Main Campus,11415,Arrests,Drug law violations,On-campus non-student housing,3
2006,Yale University,Main Campus,11415,Arrests,Drug law violations,On-campus student housing,0
2006,Yale University,Main Campus,11415,Arrests,Drug law violations,Public property,3
2006,Yale University,Main Campus,11415,Arrests,Illegal weapons possession,Noncampus,0
2006,Yale University,Main Campus,11415,Arrests,Illegal weapons possession,On-campus non-student housing,2
2006,Yale University,Main Campus,11415,Arrests,Illegal weapons possession,On-campus student housing,0
2006,Yale University,Main Campus,11415,Arrests,Illegal weapons possession,Public property,2
2006,Yale University,Main Campus,11415,Arrests,Liquor law violations,Noncampus,0
2006,Yale University,Main Campus,11415,Arrests,Liquor law violations,On-campus non-student housing,3
2006,Yale University,Main Campus,11415,Arrests,Liquor law violations,On-campus student housing,0
2006,Yale University,Main Campus,11415,Arrests,Liquor law violations,Public property,3
2006,Yale University,Main Campus,11415,Criminal offenses,Aggravated assault,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Aggravated assault,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Aggravated assault,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Aggravated assault,Public property,1
2006,Yale University,Main Campus,11415,Criminal offenses,Arson,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Arson,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Arson,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Arson,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Burglary,Noncampus,1
2006,Yale University,Main Campus,11415,Criminal offenses,Burglary,On-campus non-student housing,46
2006,Yale University,Main Campus,11415,Criminal offenses,Burglary,On-campus student housing,52
2006,Yale University,Main Campus,11415,Criminal offenses,Burglary,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Fondling,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Fondling,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Fondling,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Fondling,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Incest,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Incest,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Incest,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Incest,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Motor vehicle theft,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Motor vehicle theft,On-campus non-student housing,4
2006,Yale University,Main Campus,11415,Criminal offenses,Motor vehicle theft,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Motor vehicle theft,Public property,18
2006,Yale University,Main Campus,11415,Criminal offenses,Murder/Non-negligent manslaughter,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Murder/Non-negligent manslaughter,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Murder/Non-negligent manslaughter,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Negligent manslaughter,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Negligent manslaughter,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Negligent manslaughter,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Negligent manslaughter,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Rape,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Rape,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Rape,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Rape,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Robbery,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Robbery,On-campus non-student housing,3
2006,Yale University,Main Campus,11415,Criminal offenses,Robbery,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Robbery,Public property,20
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Forcible,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Forcible,On-campus non-student housing,4
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Forcible,On-campus student housing,5
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Forcible,Public property,1
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Non-forcible,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Non-forcible,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Non-forcible,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Sex offenses - Non-forcible,Public property,0
2006,Yale University,Main Campus,11415,Criminal offenses,Statutory rape,Noncampus,0
2006,Yale University,Main Campus,11415,Criminal offenses,Statutory rape,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Statutory rape,On-campus student housing,0
2006,Yale University,Main Campus,11415,Criminal offenses,Statutory rape,Public property,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Drug law violations,Noncampus,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Drug law violations,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Drug law violations,On-campus student housing,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Drug law violations,Public property,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Illegal weapons possession,Noncampus,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Illegal weapons possession,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Illegal weapons possession,On-campus student housing,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Illegal weapons possession,Public property,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Liquor law violations,Noncampus,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Liquor law violations,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Liquor law violations,On-campus student housing,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Liquor law violations,Public property,3
2006,Yale University,Main Campus,11415,Hate crimes,Aggravated assault,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Aggravated assault,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Aggravated assault,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Aggravated assault,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Arson,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Arson,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Arson,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Arson,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Burglary,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Burglary,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Burglary,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Burglary,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Destruction/damage/ vandalism of property,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Destruction/damage/ vandalism of property,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Destruction/damage/ vandalism of property,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Destruction/damage/ vandalism of property,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Fondling,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Fondling,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Fondling,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Fondling,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Incest,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Incest,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Incest,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Incest,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Intimidation,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Intimidation,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Intimidation,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Intimidation,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Larceny-theft,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Larceny-theft,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Larceny-theft,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Larceny-theft,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Motor vehicle theft,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Motor vehicle theft,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Motor vehicle theft,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Murder/Non-negligent manslaughter,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Murder/Non-negligent manslaughter,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Murder/Non-negligent manslaughter,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Negligent manslaughter,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Negligent manslaughter,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Negligent manslaughter,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Negligent manslaughter,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Rape,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Rape,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Rape,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Rape,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Robbery,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Robbery,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Robbery,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Robbery,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Forcible,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Forcible,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Forcible,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Forcible,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Non-forcible,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Non-forcible,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Non-forcible,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Sex offenses - Non-forcible,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Simple assault,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Simple assault,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Simple assault,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Simple assault,Public property,0
2006,Yale University,Main Campus,11415,Hate crimes,Statutory rape,Noncampus,0
2006,Yale University,Main Campus,11415,Hate crimes,Statutory rape,On-campus non-student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Statutory rape,On-campus student housing,0
2006,Yale University,Main Campus,11415,Hate crimes,Statutory rape,Public property,0
2007,Yale University,Main Campus,11454,Arrests,Drug law violations,Noncampus,0
2007,Yale University,Main Campus,11454,Arrests,Drug law violations,On-campus non-student housing,7
2007,Yale University,Main Campus,11454,Arrests,Drug law violations,On-campus student housing,0
2007,Yale University,Main Campus,11454,Arrests,Drug law violations,Public property,13
2007,Yale University,Main Campus,11454,Arrests,Illegal weapons possession,Noncampus,0
2007,Yale University,Main Campus,11454,Arrests,Illegal weapons possession,On-campus non-student housing,1
2007,Yale University,Main Campus,11454,Arrests,Illegal weapons possession,On-campus student housing,0
2007,Yale University,Main Campus,11454,Arrests,Illegal weapons possession,Public property,0
2007,Yale University,Main Campus,11454,Arrests,Liquor law violations,Noncampus,3
2007,Yale University,Main Campus,11454,Arrests,Liquor law violations,On-campus non-student housing,24
2007,Yale University,Main Campus,11454,Arrests,Liquor law violations,On-campus student housing,9
2007,Yale University,Main Campus,11454,Arrests,Liquor law violations,Public property,21
2007,Yale University,Main Campus,11454,Criminal offenses,Aggravated assault,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Aggravated assault,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Aggravated assault,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Aggravated assault,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Arson,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Arson,On-campus non-student housing,1
2007,Yale University,Main Campus,11454,Criminal offenses,Arson,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Arson,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Burglary,Noncampus,5
2007,Yale University,Main Campus,11454,Criminal offenses,Burglary,On-campus non-student housing,45
2007,Yale University,Main Campus,11454,Criminal offenses,Burglary,On-campus student housing,58
2007,Yale University,Main Campus,11454,Criminal offenses,Burglary,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Fondling,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Fondling,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Fondling,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Fondling,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Incest,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Incest,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Incest,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Incest,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Motor vehicle theft,Noncampus,1
2007,Yale University,Main Campus,11454,Criminal offenses,Motor vehicle theft,On-campus non-student housing,10
2007,Yale University,Main Campus,11454,Criminal offenses,Motor vehicle theft,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Motor vehicle theft,Public property,8
2007,Yale University,Main Campus,11454,Criminal offenses,Murder/Non-negligent manslaughter,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Murder/Non-negligent manslaughter,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Murder/Non-negligent manslaughter,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Negligent manslaughter,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Negligent manslaughter,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Negligent manslaughter,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Negligent manslaughter,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Rape,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Rape,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Rape,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Rape,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Robbery,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Robbery,On-campus non-student housing,1
2007,Yale University,Main Campus,11454,Criminal offenses,Robbery,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Robbery,Public property,9
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Forcible,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Forcible,On-campus non-student housing,4
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Forcible,On-campus student housing,4
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Forcible,Public property,1
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Non-forcible,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Non-forcible,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Non-forcible,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Sex offenses - Non-forcible,Public property,0
2007,Yale University,Main Campus,11454,Criminal offenses,Statutory rape,Noncampus,0
2007,Yale University,Main Campus,11454,Criminal offenses,Statutory rape,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Statutory rape,On-campus student housing,0
2007,Yale University,Main Campus,11454,Criminal offenses,Statutory rape,Public property,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Drug law violations,Noncampus,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Drug law violations,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Drug law violations,On-campus student housing,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Drug law violations,Public property,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Illegal weapons possession,Noncampus,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Illegal weapons possession,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Illegal weapons possession,On-campus student housing,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Illegal weapons possession,Public property,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Liquor law violations,Noncampus,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Liquor law violations,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Liquor law violations,On-campus student housing,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Liquor law violations,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Aggravated assault,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Aggravated assault,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Aggravated assault,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Aggravated assault,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Arson,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Arson,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Arson,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Arson,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Burglary,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Burglary,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Burglary,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Burglary,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Destruction/damage/ vandalism of property,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Destruction/damage/ vandalism of property,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Destruction/damage/ vandalism of property,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Destruction/damage/ vandalism of property,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Fondling,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Fondling,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Fondling,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Fondling,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Incest,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Incest,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Incest,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Incest,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Intimidation,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Intimidation,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Intimidation,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Intimidation,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Larceny-theft,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Larceny-theft,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Larceny-theft,On-campus student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Larceny-theft,Public property,0
2007,Yale University,Main Campus,11454,Hate crimes,Motor vehicle theft,Noncampus,0
2007,Yale University,Main Campus,11454,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2007,Yale University,Main Campus,11454,Hate crimes,Motor vehicle theft,On-campus student housing,0
